condition,position,layer,method,n,positive_n,margin_auc,margin_auc_ci_low,margin_auc_ci_high,unknown_mrr_auc
C1,P_q,19,j_lens,31,10,0.5738095238095238,0.3354336124401914,0.8273145933014354,0.5285714285714286
C1,P_q,19,logit_lens,31,10,0.4976190476190476,0.2717070158102767,0.7322321428571428,0.5190476190476191
C1,P_q,20,j_lens,31,10,0.5547619047619048,0.2990530303030303,0.7930312742812742,0.6333333333333333
C1,P_q,20,logit_lens,31,10,0.5452380952380952,0.3223684210526316,0.7663134057971014,0.6
C1,P_q,21,j_lens,31,10,0.5476190476190477,0.285005980861244,0.7976190476190477,0.6095238095238096
C1,P_q,21,logit_lens,31,10,0.580952380952381,0.3362878787878788,0.7905059523809523,0.5523809523809524
C1,P_q,22,j_lens,31,10,0.4976190476190476,0.2635671936758893,0.7411160714285714,0.5
C1,P_q,22,logit_lens,31,10,0.5142857142857142,0.28664285714285714,0.7568262987012987,0.4238095238095238
C1,P_q,23,j_lens,31,10,0.4714285714285714,0.22,0.7142954192546583,0.46904761904761905
C1,P_q,23,logit_lens,31,10,0.5476190476190477,0.3237305900621118,0.7735714285714286,0.4523809523809524
C1,P_q,24,j_lens,31,10,0.49047619047619045,0.2472761387163561,0.7364785945842868,0.4523809523809524
C1,P_q,24,logit_lens,31,10,0.5333333333333333,0.2975649350649351,0.7690030557677616,0.45714285714285713
C1,P_q,25,j_lens,31,10,0.5380952380952381,0.31547619047619047,0.7667261904761905,0.45
C1,P_q,25,logit_lens,31,10,0.55,0.32572767145135567,0.7827458592132505,0.46904761904761905
C1,P_q,26,j_lens,31,10,0.5666666666666667,0.3332954545454545,0.8034420289855072,0.47619047619047616
C1,P_q,26,logit_lens,31,10,0.6095238095238096,0.38417658730158727,0.8382730015082956,0.5214285714285715
C1,P_q,27,j_lens,31,10,0.5761904761904761,0.32142857142857145,0.8000126262626263,0.5357142857142857
C1,P_q,27,logit_lens,31,10,0.5761904761904761,0.3383766233766234,0.8000126262626263,0.5357142857142857
C1,last_evidence,0,j_lens,31,10,0.45476190476190476,0.1793284161490683,0.7450162337662337,0.5428571428571428
C1,last_evidence,0,logit_lens,31,10,0.28809523809523807,0.128125,0.4959033613445377,0.29523809523809524
C1,last_evidence,1,j_lens,31,10,0.5404761904761904,0.3029545454545455,0.788689476284585,0.7285714285714285
C1,last_evidence,1,logit_lens,31,10,0.3142857142857143,0.13747159090909092,0.5043491639079873,0.3142857142857143
C1,last_evidence,2,j_lens,31,10,0.6095238095238096,0.35325,0.8307880434782609,0.7238095238095238
C1,last_evidence,2,logit_lens,31,10,0.3333333333333333,0.14904858299595142,0.5232352941176469,0.3761904761904762
C1,last_evidence,3,j_lens,31,10,0.5404761904761904,0.24692775974025977,0.790521978021978,0.6428571428571429
C1,last_evidence,3,logit_lens,31,10,0.34523809523809523,0.17270202020202022,0.5333771929824561,0.34285714285714286
C1,last_evidence,4,j_lens,31,10,0.5261904761904762,0.23807720057720055,0.7934494949494948,0.6
C1,last_evidence,4,logit_lens,31,10,0.16428571428571428,0.04200805322128852,0.34008585858585855,0.34285714285714286
C1,last_evidence,5,j_lens,31,10,0.4666666666666667,0.2226963716108453,0.7262175324675324,0.5119047619047619
C1,last_evidence,5,logit_lens,31,10,0.2714285714285714,0.11298524844720498,0.44773809523809516,0.3047619047619048
C1,last_evidence,6,j_lens,31,10,0.4452380952380952,0.19332142857142856,0.7127681636155606,0.6095238095238096
C1,last_evidence,6,logit_lens,31,10,0.16666666666666666,0.04034632034632035,0.3421984649122806,0.2714285714285714
C1,last_evidence,7,j_lens,31,10,0.4380952380952381,0.2170757575757576,0.651828790726817,0.580952380952381
C1,last_evidence,7,logit_lens,31,10,0.20476190476190476,0.07055253623188405,0.3955429292929292,0.2523809523809524
C1,last_evidence,8,j_lens,31,10,0.4785714285714286,0.22333035714285715,0.7524572981366459,0.7285714285714285
C1,last_evidence,8,logit_lens,31,10,0.32857142857142857,0.13636363636363635,0.5336659663865546,0.3380952380952381
C1,last_evidence,9,j_lens,31,10,0.5261904761904762,0.27260101010101007,0.7666919191919193,0.6476190476190476
C1,last_evidence,9,logit_lens,31,10,0.24285714285714285,0.08114035087719298,0.4444696969696969,0.2571428571428571
C1,last_evidence,10,j_lens,31,10,0.5452380952380952,0.32014724310776943,0.7555182112890922,0.7333333333333333
C1,last_evidence,10,logit_lens,31,10,0.2619047619047619,0.09227272727272728,0.46741106719367587,0.3047619047619048
C1,last_evidence,11,j_lens,31,10,0.5166666666666667,0.26755050505050504,0.75,0.4523809523809524
C1,last_evidence,11,logit_lens,31,10,0.29523809523809524,0.1111111111111111,0.48639204545454545,0.30952380952380953
C1,last_evidence,12,j_lens,31,10,0.5404761904761904,0.30042763157894736,0.7771739130434783,0.5238095238095238
C1,last_evidence,12,logit_lens,31,10,0.3,0.09995726495726497,0.5153162055335967,0.2714285714285714
C1,last_evidence,13,j_lens,31,10,0.4714285714285714,0.24280844155844156,0.6886892712550606,0.5190476190476191
C1,last_evidence,13,logit_lens,31,10,0.3523809523809524,0.14281832298136646,0.5666806722689075,0.3619047619047619
C1,last_evidence,14,j_lens,31,10,0.5523809523809524,0.3522378389154705,0.7576136363636363,0.5761904761904761
C1,last_evidence,14,logit_lens,31,10,0.30952380952380953,0.1111111111111111,0.5095382395382395,0.3619047619047619
C1,last_evidence,15,j_lens,31,10,0.5142857142857142,0.31995454545454544,0.7283235785953177,0.6
C1,last_evidence,15,logit_lens,31,10,0.4095238095238095,0.20824404761904763,0.6310119047619047,0.45476190476190476
C1,last_evidence,16,j_lens,31,10,0.5976190476190476,0.39128364389233955,0.7982894736842105,0.6095238095238096
C1,last_evidence,16,logit_lens,31,10,0.2761904761904762,0.1,0.46974025974025974,0.38095238095238093
C1,last_evidence,17,j_lens,31,10,0.6642857142857143,0.4237466931216931,0.8646949404761904,0.6571428571428571
C1,last_evidence,17,logit_lens,31,10,0.3333333333333333,0.13805194805194806,0.5524301242236025,0.49047619047619045
C1,last_evidence,18,j_lens,31,10,0.7404761904761905,0.5190259740259741,0.9363636363636364,0.6666666666666666
C1,last_evidence,18,logit_lens,31,10,0.3761904761904762,0.17495833333333333,0.5857142857142857,0.44761904761904764
C1,last_evidence,19,j_lens,31,10,0.580952380952381,0.35468750000000004,0.7872807017543859,0.5666666666666667
C1,last_evidence,19,logit_lens,31,10,0.3619047619047619,0.17094298245614037,0.5652173913043478,0.4142857142857143
C1,last_evidence,20,j_lens,31,10,0.6571428571428571,0.4186755952380953,0.8682034632034632,0.5619047619047619
C1,last_evidence,20,logit_lens,31,10,0.45714285714285713,0.2454193722943723,0.6714357864357864,0.43333333333333335
C1,last_evidence,21,j_lens,31,10,0.6976190476190476,0.48638069358178054,0.8947368421052632,0.48095238095238096
C1,last_evidence,21,logit_lens,31,10,0.5976190476190476,0.38130411255411256,0.8261548913043477,0.3904761904761905
C1,last_evidence,22,j_lens,31,10,0.8095238095238095,0.6295818236714976,0.9470328282828283,0.5190476190476191
C1,last_evidence,22,logit_lens,31,10,0.7357142857142858,0.5353030303030303,0.9230952380952381,0.4857142857142857
C1,last_evidence,23,j_lens,31,10,0.7952380952380952,0.5896666666666667,0.9458717105263157,0.5904761904761905
C1,last_evidence,23,logit_lens,31,10,0.719047619047619,0.5,0.9294402356902356,0.6190476190476191
C1,last_evidence,24,j_lens,31,10,0.8523809523809524,0.6738985507246377,0.9767065217391304,0.5714285714285714
C1,last_evidence,24,logit_lens,31,10,0.7523809523809524,0.5499728260869565,0.9285714285714286,0.5523809523809524
C1,last_evidence,25,j_lens,31,10,0.680952380952381,0.45674388111888115,0.8964762759170655,0.5404761904761904
C1,last_evidence,25,logit_lens,31,10,0.6428571428571429,0.4064015151515152,0.8667391304347826,0.5119047619047619
C1,last_evidence,26,j_lens,31,10,0.6261904761904762,0.38859307359307355,0.8273694178628388,0.4785714285714286
C1,last_evidence,26,logit_lens,31,10,0.5857142857142857,0.38181818181818183,0.7857683982683982,0.4666666666666667
C1,last_evidence,27,j_lens,31,10,0.7238095238095238,0.5372258771929824,0.8889136904761904,0.5428571428571428
C1,last_evidence,27,logit_lens,31,10,0.7238095238095238,0.5271195652173913,0.8881150793650793,0.5428571428571428
